function	1_demultiplex.bc1005--bc1101.hifi_reads	1_demultiplex.bc1007--bc1056.hifi_reads	1_demultiplex.bc1007--bc1096.hifi_reads	1_demultiplex.bc1008--bc1082.hifi_reads	1_demultiplex.bc1012--bc1065.hifi_reads	1_demultiplex.bc1015--bc1044.hifi_reads	1_demultiplex.bc1015--bc1082.hifi_reads	1_demultiplex.bc1020--bc1107.hifi_reads	1_demultiplex.bc1022--bc1059.hifi_reads	1_demultiplex.bc1024--bc1100.hifi_reads	2_demultiplex.bc1005--bc1083.hifi_reads	2_demultiplex.bc1007--bc1045.hifi_reads	2_demultiplex.bc1007--bc1075.hifi_reads	2_demultiplex.bc1008--bc1101.hifi_reads	2_demultiplex.bc1012--bc1101.hifi_reads	2_demultiplex.bc1015--bc1033.hifi_reads	2_demultiplex.bc1015--bc1060.hifi_reads	2_demultiplex.bc1020--bc1096.hifi_reads	2_demultiplex.bc1022--bc1056.hifi_reads	2_demultiplex.bc1024--bc1056.hifi_reads	3_demultiplex.bc1005--bc1035.hifi_reads	3_demultiplex.bc1005--bc1096.hifi_reads	3_demultiplex.bc1007--bc1035.hifi_reads	3_demultiplex.bc1007--bc1044.hifi_reads	3_demultiplex.bc1007--bc1056.hifi_reads	3_demultiplex.bc1007--bc1096.hifi_reads	3_demultiplex.bc1008--bc1035.hifi_reads	3_demultiplex.bc1008--bc1082.hifi_reads	3_demultiplex.bc1012--bc1035.hifi_reads	3_demultiplex.bc1012--bc1044.hifi_reads	3_demultiplex.bc1012--bc1065.hifi_reads	3_demultiplex.bc1012--bc1107.hifi_reads	3_demultiplex.bc1015--bc1035.hifi_reads	3_demultiplex.bc1015--bc1044.hifi_reads	3_demultiplex.bc1022--bc1035.hifi_reads	3_demultiplex.bc1022--bc1059.hifi_reads	3_demultiplex.bc1022--bc1100.hifi_reads	3_demultiplex.bc1024--bc1035.hifi_reads	3_demultiplex.bc1024--bc1089.hifi_reads	4_demultiplex.bc1005--bc1060.hifi_reads	4_demultiplex.bc1007--bc1096.hifi_reads	4_demultiplex.bc1008--bc1096.hifi_reads	4_demultiplex.bc1012--bc1096.hifi_reads	4_demultiplex.bc1015--bc1044.hifi_reads	4_demultiplex.bc1015--bc1082.hifi_reads	4_demultiplex.bc1015--bc1096.hifi_reads	4_demultiplex.bc1020--bc1065.hifi_reads	4_demultiplex.bc1020--bc1096.hifi_reads	4_demultiplex.bc1024--bc1044.hifi_reads
GLUTRACE-RXN	15.0	22.0	52.0	7.0	66.75	4.0	26.0	27.0	0.0	32.0	11.0	9.0	0.0	10.0	112.5	0.0	0.0	3.0	25.0	61.0	25.0	17.0	23.0	28.0	61.0	250.0	0.0	0.0	13.0	20.0	62.0	50.0	0.0	6.0	26.0	134.0	17.0	30.5	5.0	155.0	170.0	28.0	169.0	22.0	37.0	59.0	22.0	172.0	13.0
GLUTRNAREDUCT-RXN	6.0	6.0	9.0	7.0	51.0	5.0	27.33	10.0	0.0	0.0	5.0	0.0	0.0	5.0	34.0	1.0	8.0	0.0	30.0	61.0	18.0	14.0	12.0	0.0	63.0	109.0	0.0	0.0	7.0	0.0	8.0	0.0	14.0	1.5	14.0	18.0	8.0	6.5	4.0	47.0	88.0	8.0	89.0	15.0	20.0	10.0	2.0	44.0	4.0
GLUTSEMIALDEHYDROG-RXN	21.0	34.0	61.0	7.0	74.75	4.0	27.33	27.0	0.0	32.0	11.0	9.0	0.0	10.0	125.5	1.0	8.0	3.0	28.0	106.0	43.0	17.0	23.0	28.0	61.0	250.0	0.0	0.0	13.0	20.0	62.0	50.0	0.0	7.5	20.0	152.0	17.0	30.5	5.0	143.0	170.0	32.0	169.0	37.0	37.0	59.0	22.0	172.0	13.0
GLY3KIN-RXN	6.0	0.0	9.0	14.0	66.75	0.0	26.0	27.0	0.0	0.0	5.0	0.0	0.0	5.0	55.5	0.0	0.0	0.0	0.0	77.0	9.0	10.0	36.0	0.0	25.0	109.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	8.0	6.5	12.0	82.0	166.0	4.0	51.0	0.0	20.0	20.0	2.0	44.0	0.0
GLYC3PDEHYDROGBIOSYN-RXN	21.0	28.0	52.0	7.0	69.75	9.0	27.33	27.0	0.0	32.0	11.0	9.0	0.0	10.0	125.5	1.0	8.0	3.0	58.0	61.0	34.0	17.0	23.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	70.0	50.0	14.0	7.5	26.0	134.0	17.0	30.5	5.0	110.0	180.0	32.0	169.0	37.0	37.0	59.0	22.0	172.0	17.0
GLYCDEH-RXN	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYCERATE-DEHYDROGENASE-RXN	15.0	0.0	24.0	0.0	23.75	0.0	0.0	17.0	0.0	32.0	0.0	0.0	0.0	5.0	60.0	0.0	8.0	3.0	25.0	0.0	0.0	0.0	11.0	11.0	0.0	134.0	0.0	0.0	0.0	15.0	23.0	0.0	0.0	0.0	0.0	75.0	0.0	24.0	0.0	36.0	53.0	0.0	57.0	0.0	0.0	36.0	14.0	38.0	0.0
GLYCEROL-KIN-RXN	27.0	22.0	52.0	7.0	74.75	9.0	26.0	27.0	0.0	32.0	16.0	9.0	0.0	10.0	125.5	1.0	0.0	3.0	58.0	61.0	25.0	17.0	23.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	70.0	50.0	14.0	7.5	26.0	152.0	17.0	37.0	5.0	155.0	170.0	32.0	169.0	22.0	37.0	59.0	22.0	172.0	17.0
GLYCERONE-KINASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	6.5	4.0	35.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYCINE--TRNA-LIGASE-RXN	42.0	56.0	104.0	7.0	103.75	18.0	27.33	27.0	0.0	64.0	17.0	18.0	0.0	10.0	229.5	1.0	16.0	6.0	116.0	106.0	59.0	24.0	34.0	56.0	141.0	500.0	0.0	0.0	19.0	40.0	140.0	100.0	28.0	13.5	38.0	286.0	26.0	61.0	6.0	263.0	282.0	60.0	282.0	74.0	54.0	108.0	42.0	300.0	34.0
GLYCOGEN-BRANCH-RXN	21.0	34.0	79.0	14.0	82.75	9.0	27.33	27.0	0.0	32.0	6.0	9.0	0.0	15.0	125.5	2.0	8.0	3.0	58.0	196.0	43.0	13.0	23.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	70.0	50.0	14.0	9.0	26.0	170.0	17.0	30.5	5.0	155.0	190.0	28.0	155.0	37.0	32.0	69.0	22.0	172.0	17.0
GLYCOGENSYN-RXN	6.0	28.0	37.0	7.0	60.75	9.0	0.0	17.0	0.0	0.0	6.0	16.0	0.0	10.0	72.5	1.0	8.0	0.0	33.0	106.0	31.0	3.0	12.0	17.0	83.0	225.0	0.0	0.0	13.0	5.0	86.0	50.0	14.0	7.5	26.0	77.0	17.0	6.5	5.0	176.0	148.0	28.0	111.0	37.0	32.0	23.0	8.0	134.0	17.0
GLYCOLALD-DEHYDROG-RXN	0.0	0.0	0.0	0.0	19.0	0.0	0.0	17.0	0.0	0.0	0.0	7.0	0.0	0.0	21.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYCOLALDREDUCT-RXN	0.0	0.0	0.0	0.0	23.75	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	5.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYCOLATE-REDUCTASE-RXN	15.0	28.0	43.0	0.0	37.0	9.0	0.0	0.0	0.0	32.0	6.0	9.0	0.0	0.0	83.0	0.0	0.0	3.0	58.0	0.0	25.0	3.0	11.0	28.0	42.0	141.0	0.0	0.0	6.0	20.0	70.0	50.0	14.0	6.0	12.0	152.0	9.0	24.0	1.0	108.0	92.0	24.0	99.0	22.0	17.0	49.0	20.0	128.0	17.0
GLYCOPHOSPHORYL-RXN	0.0	40.0	28.0	7.0	79.5	9.0	27.33	17.0	0.0	0.0	11.0	2.0	0.0	15.0	72.5	1.0	8.0	0.0	33.0	61.0	49.0	3.0	12.0	17.0	83.0	225.0	0.0	0.0	13.0	5.0	32.0	50.0	14.0	7.5	26.0	77.0	17.0	19.5	5.0	119.0	136.0	24.0	111.0	37.0	32.0	23.0	8.0	134.0	17.0
GLYCPDIESTER-RXN	39.0	28.0	61.0	28.0	202.25	9.0	52.0	71.0	0.0	32.0	16.0	16.0	0.0	10.0	180.0	2.0	8.0	3.0	61.0	138.0	31.0	41.0	47.0	28.0	58.0	359.0	0.0	0.0	6.0	20.0	133.0	50.0	14.0	9.0	48.0	170.0	9.0	30.5	13.0	317.0	347.0	40.0	238.0	37.0	12.0	89.0	20.0	128.0	17.0
GLYMALTOPHOSPHORYL-RXN	0.0	40.0	28.0	7.0	79.5	9.0	27.33	17.0	0.0	0.0	11.0	2.0	0.0	15.0	72.5	1.0	8.0	0.0	33.0	61.0	49.0	3.0	12.0	17.0	83.0	225.0	0.0	0.0	13.0	5.0	32.0	50.0	14.0	7.5	26.0	77.0	17.0	19.5	5.0	119.0	136.0	24.0	111.0	37.0	32.0	23.0	8.0	134.0	17.0
GLYOCARBOLIG-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	4.0	4.0	12.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	45.0	67.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYOHMETRANS-RXN	27.0	28.0	52.0	7.0	74.75	9.0	27.33	27.0	0.0	32.0	11.0	9.0	0.0	10.0	125.5	1.0	8.0	3.0	58.0	93.0	34.0	17.0	59.0	28.0	83.0	359.0	0.0	0.0	13.0	20.0	94.0	50.0	14.0	7.5	50.0	152.0	17.0	30.5	17.0	200.0	360.0	32.0	169.0	37.0	37.0	59.0	22.0	172.0	17.0
GLYOXI-RXN	15.0	28.0	52.0	0.0	95.75	4.0	27.33	27.0	0.0	32.0	6.0	23.0	0.0	5.0	140.0	0.0	8.0	3.0	31.0	45.0	42.0	25.0	11.0	28.0	45.0	250.0	0.0	0.0	13.0	20.0	140.0	50.0	0.0	6.0	24.0	134.0	17.0	30.5	1.0	210.0	190.0	28.0	269.0	37.0	47.0	49.0	22.0	172.0	13.0
GLYOXII-RXN	15.0	22.0	52.0	0.0	5.0	4.0	0.0	0.0	0.0	32.0	6.0	9.0	0.0	0.0	104.0	0.0	8.0	3.0	28.0	61.0	16.0	7.0	23.0	28.0	20.0	250.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	6.0	20.0	152.0	9.0	30.5	5.0	108.0	146.0	28.0	113.0	37.0	17.0	49.0	20.0	128.0	13.0
GLYOXYLATE-REDUCTASE-NADP+-RXN	0.0	22.0	19.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	9.0	0.0	0.0	64.0	0.0	0.0	0.0	3.0	0.0	20.0	11.0	0.0	17.0	20.0	225.0	0.0	0.0	6.0	5.0	39.0	50.0	0.0	6.0	12.0	59.0	9.0	13.0	1.0	72.0	72.0	24.0	101.0	22.0	17.0	13.0	6.0	90.0	13.0
GLYRIBONUCSYN-RXN	21.0	28.0	52.0	7.0	74.75	9.0	27.33	27.0	0.0	32.0	11.0	9.0	0.0	10.0	125.5	1.0	8.0	3.0	58.0	61.0	34.0	17.0	23.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	70.0	50.0	14.0	7.5	26.0	152.0	17.0	30.5	5.0	155.0	180.0	32.0	169.0	37.0	37.0	59.0	22.0	172.0	17.0
GMP-REDUCT-RXN	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GMP-SYN-GLUT-RXN	36.0	50.0	95.0	7.0	98.5	13.0	27.33	44.0	0.0	64.0	17.0	25.0	0.0	15.0	217.0	1.0	8.0	6.0	86.0	77.0	50.0	20.0	46.0	56.0	103.0	391.0	0.0	0.0	19.0	40.0	147.0	100.0	14.0	13.5	46.0	286.0	26.0	67.5	10.0	263.0	351.0	60.0	268.0	59.0	54.0	108.0	42.0	300.0	30.0
GPH-RXN	36.0	50.0	113.0	0.0	112.75	13.0	31.32	61.0	0.0	64.0	17.0	32.0	0.0	15.0	303.5	0.0	8.0	6.0	89.0	167.0	50.0	28.0	34.0	56.0	135.0	718.0	0.0	0.0	19.0	40.0	186.0	100.0	14.0	12.0	32.0	286.0	26.0	54.5	6.0	296.0	270.0	56.0	348.0	89.0	54.0	98.0	42.0	300.0	30.0
GPPSYN-RXN	33.0	28.0	52.0	7.0	74.75	9.0	27.33	27.0	0.0	32.0	11.0	9.0	0.0	15.0	125.5	1.0	8.0	3.0	58.0	61.0	34.0	17.0	23.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	94.0	50.0	14.0	7.5	26.0	152.0	17.0	30.5	5.0	235.0	180.0	32.0	169.0	37.0	37.0	59.0	22.0	172.0	17.0
GSAAMINOTRANS-RXN	12.0	12.0	9.0	14.0	88.0	5.0	27.33	10.0	0.0	0.0	10.0	0.0	0.0	5.0	99.0	2.0	8.0	0.0	36.0	61.0	31.0	18.0	12.0	0.0	63.0	109.0	0.0	0.0	7.0	0.0	80.0	0.0	14.0	3.0	14.0	36.0	8.0	6.5	4.0	217.0	111.0	12.0	134.0	15.0	25.0	20.0	2.0	44.0	4.0
GSADENYLATION-RXN	21.0	34.0	43.0	7.0	8.0	4.0	0.0	0.0	0.0	32.0	6.0	9.0	0.0	5.0	104.0	1.0	8.0	3.0	28.0	16.0	34.0	7.0	23.0	28.0	36.0	250.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	7.5	20.0	152.0	9.0	30.5	5.0	143.0	170.0	28.0	113.0	37.0	17.0	59.0	20.0	128.0	13.0
GSHTRAN-RXN	75.0	182.0	335.0	7.0	14.0	32.0	26.0	10.0	0.0	160.0	48.0	86.0	0.0	0.0	674.0	0.0	8.0	15.0	146.0	315.0	148.0	84.0	55.0	191.0	192.0	1816.0	0.0	0.0	48.0	115.0	505.0	400.0	0.0	48.0	96.0	847.0	72.0	159.0	10.0	846.0	685.0	212.0	899.0	221.0	146.0	294.0	118.0	972.0	104.0
GST-RXN	75.0	182.0	335.0	7.0	14.0	32.0	26.0	10.0	0.0	160.0	48.0	86.0	0.0	0.0	674.0	0.0	8.0	15.0	146.0	315.0	148.0	84.0	55.0	191.0	192.0	1816.0	0.0	0.0	48.0	115.0	505.0	400.0	0.0	48.0	96.0	847.0	72.0	159.0	10.0	846.0	685.0	212.0	899.0	221.0	146.0	294.0	118.0	972.0	104.0
GTP-CYCLOHYDRO-I-RXN	21.0	50.0	71.0	7.0	74.75	13.0	27.33	27.0	0.0	32.0	17.0	11.0	0.0	5.0	176.5	1.0	8.0	3.0	58.0	61.0	46.0	20.0	23.0	45.0	103.0	584.0	0.0	0.0	19.0	25.0	94.0	100.0	14.0	13.5	38.0	211.0	26.0	30.5	5.0	229.0	205.0	64.0	220.0	74.0	49.0	72.0	28.0	231.0	30.0
GTP-CYCLOHYDRO-II-RXN	27.0	28.0	52.0	14.0	98.5	9.0	27.33	44.0	0.0	32.0	11.0	16.0	0.0	10.0	158.5	1.0	8.0	3.0	61.0	77.0	34.0	17.0	47.0	28.0	83.0	468.0	0.0	0.0	13.0	20.0	85.0	50.0	14.0	7.5	42.0	152.0	17.0	30.5	13.0	155.0	303.0	32.0	183.0	37.0	37.0	69.0	22.0	172.0	17.0
GTPPYPHOSKIN-RXN	12.0	28.0	28.0	7.0	148.5	9.0	26.0	44.0	0.0	0.0	11.0	9.0	0.0	30.0	141.0	0.0	16.0	0.0	33.0	61.0	24.0	21.0	12.0	17.0	74.0	225.0	0.0	0.0	6.0	5.0	47.0	50.0	14.0	6.0	26.0	59.0	9.0	6.5	5.0	154.0	124.0	32.0	92.0	52.0	12.0	23.0	6.0	90.0	17.0
GUANIDINOBUTANAMIDE-NH3-RXN	27.0	44.0	71.0	0.0	57.0	18.0	52.0	20.0	0.0	32.0	22.0	18.0	0.0	0.0	257.0	0.0	0.0	3.0	106.0	61.0	70.0	38.0	35.0	45.0	84.0	693.0	0.0	0.0	12.0	25.0	309.0	100.0	28.0	12.0	46.0	193.0	18.0	24.0	10.0	575.0	447.0	56.0	476.0	44.0	34.0	62.0	26.0	218.0	34.0
GUANIDINOBUTYRASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUANIDINOPROPIONASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUANINE-DEAMINASE-RXN	0.0	0.0	0.0	7.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	27.5	0.0	0.0	0.0	0.0	32.0	0.0	4.0	24.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	6.5	8.0	0.0	112.0	0.0	28.0	0.0	5.0	10.0	0.0	0.0	0.0
GUANOSINEKIN-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUANPRIBOSYLTRAN-RXN	21.0	6.0	24.0	7.0	74.75	5.0	27.33	27.0	0.0	32.0	5.0	7.0	0.0	10.0	93.5	1.0	0.0	3.0	58.0	16.0	18.0	10.0	23.0	11.0	47.0	134.0	0.0	0.0	7.0	15.0	46.0	0.0	14.0	1.5	14.0	93.0	8.0	30.5	4.0	83.0	142.0	4.0	113.0	15.0	25.0	46.0	16.0	82.0	4.0
GUANYL-KIN-RXN	21.0	28.0	52.0	7.0	74.75	9.0	27.33	27.0	0.0	32.0	11.0	9.0	0.0	10.0	125.5	1.0	8.0	3.0	58.0	61.0	34.0	17.0	23.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	70.0	50.0	14.0	7.5	26.0	152.0	17.0	30.5	5.0	155.0	180.0	32.0	169.0	37.0	37.0	59.0	22.0	172.0	17.0
GUANYLCYC-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
H2NEOPTERINALDOL-RXN	21.0	22.0	52.0	7.0	66.75	4.0	26.0	27.0	0.0	32.0	11.0	2.0	0.0	5.0	125.5	2.0	8.0	3.0	28.0	61.0	25.0	17.0	23.0	28.0	61.0	250.0	0.0	0.0	13.0	20.0	47.0	50.0	0.0	9.0	26.0	134.0	17.0	30.5	5.0	155.0	169.0	32.0	169.0	37.0	37.0	59.0	22.0	172.0	13.0
H2PTERIDINEPYROPHOSPHOKIN-RXN	21.0	28.0	52.0	7.0	93.5	9.0	27.33	44.0	0.0	32.0	11.0	9.0	0.0	5.0	147.0	1.0	8.0	3.0	58.0	61.0	34.0	17.0	23.0	28.0	83.0	359.0	0.0	0.0	13.0	20.0	70.0	50.0	14.0	7.5	26.0	134.0	17.0	30.5	5.0	155.0	180.0	36.0	169.0	37.0	37.0	59.0	22.0	172.0	17.0
H2PTEROATESYNTH-RXN	27.0	28.0	52.0	14.0	88.75	9.0	53.33	37.0	0.0	32.0	16.0	9.0	0.0	5.0	125.5	1.0	8.0	3.0	58.0	61.0	43.0	27.0	23.0	28.0	108.0	250.0	0.0	0.0	20.0	20.0	70.0	50.0	14.0	7.5	26.0	152.0	25.0	30.5	5.0	190.0	180.0	32.0	206.0	37.0	57.0	69.0	24.0	216.0	17.0
HALOACETATE-DEHALOGENASE-RXN	6.0	22.0	19.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	16.0	0.0	0.0	36.0	0.0	0.0	0.0	3.0	0.0	16.0	7.0	0.0	17.0	20.0	116.0	0.0	0.0	6.0	5.0	54.0	50.0	0.0	6.0	12.0	59.0	9.0	0.0	1.0	72.0	60.0	24.0	56.0	22.0	12.0	23.0	6.0	90.0	13.0
HALOALKANE-DEHALOGENASE-RXN	0.0	0.0	0.0	0.0	8.0	0.0	0.0	10.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	1.5	0.0	18.0	0.0	0.0	0.0	135.0	23.0	8.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0
HAONITRO-RXN	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HEMN-RXN	21.0	50.0	71.0	7.0	111.75	13.0	27.33	27.0	0.0	32.0	17.0	25.0	0.0	15.0	191.0	2.0	16.0	3.0	58.0	61.0	50.0	24.0	23.0	45.0	119.0	475.0	0.0	0.0	19.0	25.0	148.0	100.0	14.0	15.0	44.0	229.0	26.0	37.0	6.0	284.0	250.0	60.0	272.0	74.0	49.0	72.0	28.0	262.0	30.0
HIPPURATE-HYDROLASE-RXN	0.0	44.0	38.0	7.0	3.0	8.0	0.0	0.0	0.0	0.0	12.0	32.0	0.0	0.0	152.0	1.0	0.0	0.0	6.0	16.0	36.0	18.0	12.0	34.0	56.0	232.0	0.0	0.0	12.0	10.0	156.0	100.0	0.0	13.5	32.0	118.0	18.0	13.0	6.0	281.0	211.0	52.0	157.0	44.0	39.0	36.0	12.0	180.0	26.0
HISTAMINOTRANS-RXN	33.0	28.0	61.0	14.0	79.5	19.0	27.33	37.0	0.0	32.0	11.0	9.0	0.0	15.0	159.5	1.0	16.0	3.0	121.0	138.0	41.0	31.0	47.0	28.0	143.0	359.0	0.0	0.0	13.0	20.0	110.0	50.0	42.0	7.5	48.0	152.0	17.0	30.5	13.0	235.0	335.0	36.0	267.0	52.0	42.0	69.0	22.0	172.0	25.0
HISTCYCLOHYD-RXN	21.0	28.0	52.0	7.0	74.75	9.0	27.33	27.0	0.0	32.0	11.0	9.0	0.0	10.0	125.5	1.0	8.0	3.0	64.0	61.0	34.0	17.0	23.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	70.0	50.0	14.0	7.5	26.0	152.0	17.0	30.5	5.0	155.0	180.0	32.0	169.0	37.0	37.0	59.0	22.0	172.0	17.0
HISTIDINE--TRNA-LIGASE-RXN	21.0	28.0	52.0	7.0	74.75	9.0	27.33	27.0	0.0	32.0	11.0	9.0	0.0	10.0	138.5	1.0	8.0	3.0	58.0	61.0	34.0	17.0	23.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	70.0	50.0	14.0	7.5	26.0	152.0	17.0	30.5	5.0	155.0	180.0	32.0	169.0	37.0	37.0	59.0	22.0	172.0	17.0
HISTIDINE-AMMONIA-LYASE-RXN	12.0	0.0	0.0	7.0	71.75	5.0	0.0	34.0	0.0	0.0	0.0	14.0	0.0	0.0	54.5	0.0	0.0	0.0	33.0	32.0	0.0	4.0	12.0	0.0	22.0	327.0	0.0	0.0	0.0	0.0	62.0	0.0	14.0	0.0	20.0	0.0	0.0	6.5	4.0	139.0	110.0	4.0	80.0	0.0	5.0	10.0	0.0	0.0	4.0
HISTIDPHOS-RXN	6.0	0.0	0.0	7.0	76.25	0.0	27.33	27.0	0.0	0.0	5.0	0.0	0.0	10.0	23.0	0.0	0.0	0.0	3.0	16.0	9.0	10.0	12.0	0.0	25.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	8.0	6.5	4.0	82.0	88.0	8.0	56.0	0.0	20.0	10.0	2.0	44.0	0.0
HISTPRATPHYD-RXN	21.0	28.0	52.0	7.0	71.75	9.0	26.0	27.0	0.0	32.0	11.0	9.0	0.0	10.0	125.5	0.0	0.0	3.0	64.0	61.0	32.0	17.0	23.0	28.0	58.0	250.0	0.0	0.0	6.0	20.0	94.0	50.0	14.0	6.0	26.0	152.0	9.0	30.5	6.0	200.0	203.0	32.0	190.0	37.0	17.0	59.0	20.0	159.0	17.0
HOLO-ACP-SYNTH-RXN	21.0	22.0	52.0	7.0	51.0	9.0	27.33	10.0	0.0	32.0	11.0	9.0	0.0	10.0	104.0	1.0	8.0	3.0	58.0	61.0	19.0	17.0	23.0	28.0	58.0	141.0	0.0	0.0	6.0	20.0	70.0	50.0	14.0	7.5	26.0	152.0	9.0	30.5	5.0	155.0	180.0	28.0	152.0	37.0	17.0	59.0	20.0	128.0	17.0
HOMOCITRATE-SYNTHASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
